"","TimePeriod","position","Node","Species","Life_Stage","Hydraulic","bottom_type","Type","MaxPercentage","MeanPercentage"
"30","critical","LOB","F37BLow","Cladophora","Adult","Depth","Soft","High",1.29010160977281,0.410672349505845
"31","critical","MC","F37BLow","Cladophora","Adult","Depth","Soft","Low",7.26110286562393,4.29455478708979
"32","critical","MC","F37BLow","Cladophora","Adult","Depth","Soft","Medium",7.26110286562393,4.29455478708979
"33","critical","MC","F37BLow","Cladophora","Adult","Depth","Soft","High",7.26110286562393,4.29455478708979
"34","critical","ROB","F37BLow","Cladophora","Adult","Depth","Soft","Low",30.3116794154584,7.09567123469799
"35","critical","ROB","F37BLow","Cladophora","Adult","Depth","Soft","Medium",30.3116794154584,7.09567123469799
"36","critical","ROB","F37BLow","Cladophora","Adult","Depth","Soft","High",30.3116794154584,7.09567123469799
"37","critical","MC","F45B","Cladophora","Adult","Depth","Concrete","Low",3.98447311336911,2.36353077972411
"38","critical","MC","F45B","Cladophora","Adult","Depth","Concrete","Medium",3.98447311336911,2.36353077972411
"39","critical","MC","F45B","Cladophora","Adult","Depth","Concrete","High",3.98447311336911,2.36353077972411
"40","critical","LOB","F57C","Cladophora","Adult","Depth","Soft","Low",100,99.1328435428527
"41","critical","LOB","F57C","Cladophora","Adult","Depth","Soft","Medium",100,99.1328435428527
"42","critical","LOB","F57C","Cladophora","Adult","Depth","Soft","High",100,99.1328435428527
"43","critical","MC","F57C","Cladophora","Adult","Depth","Soft","Low",100,99.3208393745988
"44","critical","MC","F57C","Cladophora","Adult","Depth","Soft","Medium",100,99.3208393745988
"45","critical","MC","F57C","Cladophora","Adult","Depth","Soft","High",100,99.3208393745988
"46","critical","ROB","F57C","Cladophora","Adult","Depth","Soft","Low",4.85215207215436,1.91642015280209
"47","critical","ROB","F57C","Cladophora","Adult","Depth","Soft","Medium",4.85215207215436,1.91642015280209
"48","critical","ROB","F57C","Cladophora","Adult","Depth","Soft","High",4.85215207215436,1.91642015280209
"49","critical","LOB","GLEN","Cladophora","Adult","Depth","Soft","Low",100,99.2170762460792
"50","critical","LOB","GLEN","Cladophora","Adult","Depth","Soft","Medium",100,99.2170762460792
"51","critical","LOB","GLEN","Cladophora","Adult","Depth","Soft","High",100,99.2170762460792
"52","critical","MC","GLEN","Cladophora","Adult","Depth","Soft","Low",12.9010160977281,4.15586745351421
"53","critical","MC","GLEN","Cladophora","Adult","Depth","Soft","Medium",12.9010160977281,4.15586745351421
"54","critical","MC","GLEN","Cladophora","Adult","Depth","Soft","High",12.9010160977281,4.15586745351421
"55","critical","ROB","GLEN","Cladophora","Adult","Depth","Soft","Low",100,99.3757151396842
"56","critical","ROB","GLEN","Cladophora","Adult","Depth","Soft","Medium",100,99.3757151396842
"57","critical","ROB","GLEN","Cladophora","Adult","Depth","Soft","High",100,99.3757151396842
"58","critical","MC","LA1","Cladophora","Adult","Depth","Concrete","Low",100,99.0573332634552
"59","critical","MC","LA1","Cladophora","Adult","Depth","Concrete","Medium",100,99.0573332634552
"60","critical","MC","LA1","Cladophora","Adult","Depth","Concrete","High",100,99.0573332634552
"61","critical","LOB","LA11","Cladophora","Adult","Depth","Soft","Low",14.5336225596529,4.8155965565478
"62","critical","LOB","LA11","Cladophora","Adult","Depth","Soft","Medium",14.5336225596529,4.8155965565478
"63","critical","LOB","LA11","Cladophora","Adult","Depth","Soft","High",14.5336225596529,4.8155965565478
"64","critical","MC","LA11","Cladophora","Adult","Depth","Soft","Low",100,99.2322831489149
"65","critical","MC","LA11","Cladophora","Adult","Depth","Soft","Medium",100,99.2322831489149
"66","critical","MC","LA11","Cladophora","Adult","Depth","Soft","High",100,99.2322831489149
"67","critical","ROB","LA11","Cladophora","Adult","Depth","Soft","Low",7.61502454618107,2.57511075426212
"68","critical","ROB","LA11","Cladophora","Adult","Depth","Soft","Medium",7.61502454618107,2.57511075426212
"69","critical","ROB","LA11","Cladophora","Adult","Depth","Soft","High",7.61502454618107,2.57511075426212
"70","critical","MC","LA13","Cladophora","Adult","Depth","Concrete","Low",100,99.6184719600971
"71","critical","MC","LA13","Cladophora","Adult","Depth","Concrete","Medium",100,99.6184719600971
"72","critical","MC","LA13","Cladophora","Adult","Depth","Concrete","High",100,99.6184719600971
"73","critical","LOB","LA14","Cladophora","Adult","Depth","Soft","Low",100,99.4665702048733
"74","critical","LOB","LA14","Cladophora","Adult","Depth","Soft","Medium",100,99.4665702048733
"75","critical","LOB","LA14","Cladophora","Adult","Depth","Soft","High",100,99.4665702048733
"76","critical","MC","LA14","Cladophora","Adult","Depth","Soft","Low",6.38200707843361,2.30825448346321
"77","critical","MC","LA14","Cladophora","Adult","Depth","Soft","Medium",6.38200707843361,2.30825448346321
"78","critical","MC","LA14","Cladophora","Adult","Depth","Soft","High",6.38200707843361,2.30825448346321
"79","critical","ROB","LA14","Cladophora","Adult","Depth","Soft","Low",100,99.376252178798
"80","critical","ROB","LA14","Cladophora","Adult","Depth","Soft","Medium",100,99.376252178798
"81","critical","ROB","LA14","Cladophora","Adult","Depth","Soft","High",100,99.376252178798
"82","critical","LOB","LA2","Cladophora","Adult","Depth","Soft","Low",3.69905240324238,1.55008053413369
"83","critical","LOB","LA2","Cladophora","Adult","Depth","Soft","Medium",3.69905240324238,1.55008053413369
"84","critical","LOB","LA2","Cladophora","Adult","Depth","Soft","High",3.69905240324238,1.55008053413369
"85","critical","MC","LA2","Cladophora","Adult","Depth","Soft","Low",99.9315068493151,65.5778668533335
"86","critical","MC","LA2","Cladophora","Adult","Depth","Soft","Medium",99.9315068493151,65.5778668533335
"87","critical","MC","LA2","Cladophora","Adult","Depth","Soft","High",99.9315068493151,65.5778668533335
"88","critical","ROB","LA2","Cladophora","Adult","Depth","Soft","Low",5.28599155154698,2.32642374823275
"89","critical","ROB","LA2","Cladophora","Adult","Depth","Soft","Medium",5.28599155154698,2.32642374823275
"90","critical","ROB","LA2","Cladophora","Adult","Depth","Soft","High",5.28599155154698,2.32642374823275
"91","critical","LOB","LA20","Cladophora","Adult","Depth","Soft","Low",4.01872359858431,2.01414860877341
"92","critical","LOB","LA20","Cladophora","Adult","Depth","Soft","Medium",4.01872359858431,2.01414860877341
"93","critical","LOB","LA20","Cladophora","Adult","Depth","Soft","High",4.01872359858431,2.01414860877341
"94","critical","MC","LA20","Cladophora","Adult","Depth","Soft","Low",95.3096539162113,77.1015721822393
"95","critical","MC","LA20","Cladophora","Adult","Depth","Soft","Medium",95.3096539162113,77.1015721822393
"96","critical","MC","LA20","Cladophora","Adult","Depth","Soft","High",95.3096539162113,77.1015721822393
"97","critical","ROB","LA20","Cladophora","Adult","Depth","Soft","Low",3.98447311336911,2.00707832610575
"98","critical","ROB","LA20","Cladophora","Adult","Depth","Soft","Medium",3.98447311336911,2.00707832610575
"99","critical","ROB","LA20","Cladophora","Adult","Depth","Soft","High",3.98447311336911,2.00707832610575
"100","critical","LOB","LA202","Cladophora","Adult","Depth","Soft","Low",0.136986301369863,0.0483593556210829
"101","critical","LOB","LA202","Cladophora","Adult","Depth","Soft","Medium",0.136986301369863,0.0483593556210829
"102","critical","LOB","LA202","Cladophora","Adult","Depth","Soft","High",0.136986301369863,0.0483593556210829
"103","critical","MC","LA202","Cladophora","Adult","Depth","Soft","Low",100,99.5871116739065
"104","critical","MC","LA202","Cladophora","Adult","Depth","Soft","Medium",100,99.5871116739065
"105","critical","MC","LA202","Cladophora","Adult","Depth","Soft","High",100,99.5871116739065
"106","critical","ROB","LA202","Cladophora","Adult","Depth","Soft","Low",0.148401826484018,0.0489029520550902
"107","critical","ROB","LA202","Cladophora","Adult","Depth","Soft","Medium",0.148401826484018,0.0489029520550902
"108","critical","ROB","LA202","Cladophora","Adult","Depth","Soft","High",0.148401826484018,0.0489029520550902
"109","critical","LOB","LA3","Cladophora","Adult","Depth","Soft","Low",99.9885831715949,98.561568307144
"110","critical","LOB","LA3","Cladophora","Adult","Depth","Soft","Medium",99.9885831715949,98.561568307144
"111","critical","LOB","LA3","Cladophora","Adult","Depth","Soft","High",99.9885831715949,98.561568307144
"112","critical","MC","LA3","Cladophora","Adult","Depth","Soft","Low",100,99.5419767617463
"113","critical","MC","LA3","Cladophora","Adult","Depth","Soft","Medium",100,99.5419767617463
"114","critical","MC","LA3","Cladophora","Adult","Depth","Soft","High",100,99.5419767617463
"115","critical","ROB","LA3","Cladophora","Adult","Depth","Soft","Low",99.9885831715949,98.561568307144
"116","critical","ROB","LA3","Cladophora","Adult","Depth","Soft","Medium",99.9885831715949,98.561568307144
"117","critical","ROB","LA3","Cladophora","Adult","Depth","Soft","High",99.9885831715949,98.561568307144
"118","critical","LOB","LA8","Cladophora","Adult","Depth","Soft","Low",100,99.7560671998136
"119","critical","LOB","LA8","Cladophora","Adult","Depth","Soft","Medium",100,99.7560671998136
"120","critical","LOB","LA8","Cladophora","Adult","Depth","Soft","High",100,99.7560671998136
"121","critical","MC","LA8","Cladophora","Adult","Depth","Soft","Low",100,99.6680522827676
"122","critical","MC","LA8","Cladophora","Adult","Depth","Soft","Medium",100,99.6680522827676
"123","critical","MC","LA8","Cladophora","Adult","Depth","Soft","High",100,99.6680522827676
"124","critical","ROB","LA8","Cladophora","Adult","Depth","Soft","Low",100,99.7560671998136
"125","critical","ROB","LA8","Cladophora","Adult","Depth","Soft","Medium",100,99.7560671998136
"126","critical","ROB","LA8","Cladophora","Adult","Depth","Soft","High",100,99.7560671998136
"127","critical","LOB","11101250","Cladophora","Adult","Velocity","Soft","Low",0.0114168284050691,0.00162936612733578
"128","critical","LOB","11101250","Cladophora","Adult","Velocity","Soft","Medium",0.0114168284050691,0.00162936612733578
"129","critical","LOB","11101250","Cladophora","Adult","Velocity","Soft","High",0.0114168284050691,0.00162936612733578
"130","critical","MC","11101250","Cladophora","Adult","Velocity","Soft","Low",1.5869391483046,0.289591078266764
"131","critical","MC","11101250","Cladophora","Adult","Velocity","Soft","Medium",1.5869391483046,0.289591078266764
"132","critical","MC","11101250","Cladophora","Adult","Velocity","Soft","High",1.5869391483046,0.289591078266764
"133","critical","ROB","11101250","Cladophora","Adult","Velocity","Soft","Low",0.0570776255707763,0.00434741035884483
"134","critical","ROB","11101250","Cladophora","Adult","Velocity","Soft","Medium",0.0570776255707763,0.00434741035884483
"135","critical","ROB","11101250","Cladophora","Adult","Velocity","Soft","High",0.0570776255707763,0.00434741035884483
"136","critical","LOB","F300","Cladophora","Adult","Velocity","Soft","Low",9.21338052289074,2.76581027436998
"137","critical","LOB","F300","Cladophora","Adult","Velocity","Soft","Medium",9.21338052289074,2.76581027436998
"138","critical","LOB","F300","Cladophora","Adult","Velocity","Soft","High",9.21338052289074,2.76581027436998
"139","critical","MC","F300","Cladophora","Adult","Velocity","Soft","Low",100,99.8766421296456
"140","critical","MC","F300","Cladophora","Adult","Velocity","Soft","Medium",100,99.8766421296456
"141","critical","MC","F300","Cladophora","Adult","Velocity","Soft","High",100,99.8766421296456
"142","critical","ROB","F300","Cladophora","Adult","Velocity","Soft","Low",9.21338052289074,2.76581027436998
"143","critical","ROB","F300","Cladophora","Adult","Velocity","Soft","Medium",9.21338052289074,2.76581027436998
"144","critical","ROB","F300","Cladophora","Adult","Velocity","Soft","High",9.21338052289074,2.76581027436998
"145","critical","MC","F319","Cladophora","Adult","Velocity","Concrete","Low",98.9953191003539,29.9080676597392
"146","critical","MC","F319","Cladophora","Adult","Velocity","Concrete","Medium",98.9953191003539,29.9080676597392
"147","critical","MC","F319","Cladophora","Adult","Velocity","Concrete","High",98.9953191003539,29.9080676597392
"148","critical","MC","F34D","Cladophora","Adult","Velocity","Concrete","Low",100,81.9738504828753
"149","critical","MC","F34D","Cladophora","Adult","Velocity","Concrete","Medium",100,81.9738504828753
"150","critical","MC","F34D","Cladophora","Adult","Velocity","Concrete","High",100,81.9738504828753
"151","critical","MC","F37BHigh","Cladophora","Adult","Velocity","Soft","Low",1.29010160977281,0.268466311899499
"152","critical","MC","F37BHigh","Cladophora","Adult","Velocity","Soft","Medium",1.29010160977281,0.268466311899499
"153","critical","MC","F37BHigh","Cladophora","Adult","Velocity","Soft","High",1.29010160977281,0.268466311899499
"154","critical","LOB","F37BLow","Cladophora","Adult","Velocity","Soft","Low",0.0114155251141553,0.000543596434007395
"155","critical","LOB","F37BLow","Cladophora","Adult","Velocity","Soft","Medium",0.0114155251141553,0.000543596434007395
"156","critical","LOB","F37BLow","Cladophora","Adult","Velocity","Soft","High",0.0114155251141553,0.000543596434007395
"157","critical","MC","F37BLow","Cladophora","Adult","Velocity","Soft","Low",9.6700536590935,3.9224493999229
"158","critical","MC","F37BLow","Cladophora","Adult","Velocity","Soft","Medium",9.6700536590935,3.9224493999229
"159","critical","MC","F37BLow","Cladophora","Adult","Velocity","Soft","High",9.6700536590935,3.9224493999229
"160","critical","ROB","F37BLow","Cladophora","Adult","Velocity","Soft","Low",4.29272748030597,1.33805648127566
"161","critical","ROB","F37BLow","Cladophora","Adult","Velocity","Soft","Medium",4.29272748030597,1.33805648127566
"162","critical","ROB","F37BLow","Cladophora","Adult","Velocity","Soft","High",4.29272748030597,1.33805648127566
"163","critical","MC","F45B","Cladophora","Adult","Velocity","Concrete","Low",4.97495446265938,2.38434137565866
"164","critical","MC","F45B","Cladophora","Adult","Velocity","Concrete","Medium",4.97495446265938,2.38434137565866
"165","critical","MC","F45B","Cladophora","Adult","Velocity","Concrete","High",4.97495446265938,2.38434137565866
"166","critical","LOB","F57C","Cladophora","Adult","Velocity","Soft","Low",100,95.7449688535197
"167","critical","LOB","F57C","Cladophora","Adult","Velocity","Soft","Medium",100,95.7449688535197
"168","critical","LOB","F57C","Cladophora","Adult","Velocity","Soft","High",100,95.7449688535197
"169","critical","MC","F57C","Cladophora","Adult","Velocity","Soft","Low",10.7089850439548,2.66848296323664
"170","critical","MC","F57C","Cladophora","Adult","Velocity","Soft","Medium",10.7089850439548,2.66848296323664
"171","critical","MC","F57C","Cladophora","Adult","Velocity","Soft","High",10.7089850439548,2.66848296323664
"172","critical","ROB","F57C","Cladophora","Adult","Velocity","Soft","Low",2.14636374015299,0.663344846280376
"173","critical","ROB","F57C","Cladophora","Adult","Velocity","Soft","Medium",2.14636374015299,0.663344846280376
"174","critical","ROB","F57C","Cladophora","Adult","Velocity","Soft","High",2.14636374015299,0.663344846280376
"175","critical","LOB","GLEN","Cladophora","Adult","Velocity","Soft","Low",14.704874985729,3.06031493556182
"176","critical","LOB","GLEN","Cladophora","Adult","Velocity","Soft","Medium",14.704874985729,3.06031493556182
"177","critical","LOB","GLEN","Cladophora","Adult","Velocity","Soft","High",14.704874985729,3.06031493556182
"178","critical","MC","GLEN","Cladophora","Adult","Velocity","Soft","Low",0.970430414430871,0.21621049068016
"179","critical","MC","GLEN","Cladophora","Adult","Velocity","Soft","Medium",0.970430414430871,0.21621049068016
"180","critical","MC","GLEN","Cladophora","Adult","Velocity","Soft","High",0.970430414430871,0.21621049068016
"181","critical","ROB","GLEN","Cladophora","Adult","Velocity","Soft","Low",10.5948167599041,2.61415729408313
"182","critical","ROB","GLEN","Cladophora","Adult","Velocity","Soft","Medium",10.5948167599041,2.61415729408313
"183","critical","ROB","GLEN","Cladophora","Adult","Velocity","Soft","High",10.5948167599041,2.61415729408313
"184","critical","MC","LA1","Cladophora","Adult","Velocity","Concrete","Low",19.6483616851239,5.13476667536419
"185","critical","MC","LA1","Cladophora","Adult","Velocity","Concrete","Medium",19.6483616851239,5.13476667536419
"186","critical","MC","LA1","Cladophora","Adult","Velocity","Concrete","High",19.6483616851239,5.13476667536419
"187","critical","LOB","LA11","Cladophora","Adult","Velocity","Soft","Low",10.1038931384861,2.87443617747789
"188","critical","LOB","LA11","Cladophora","Adult","Velocity","Soft","Medium",10.1038931384861,2.87443617747789
"189","critical","LOB","LA11","Cladophora","Adult","Velocity","Soft","High",10.1038931384861,2.87443617747789
"190","critical","MC","LA11","Cladophora","Adult","Velocity","Soft","Low",100,67.5074831335541
"191","critical","MC","LA11","Cladophora","Adult","Velocity","Soft","Medium",100,67.5074831335541
"192","critical","MC","LA11","Cladophora","Adult","Velocity","Soft","High",100,67.5074831335541
"193","critical","ROB","LA11","Cladophora","Adult","Velocity","Soft","Low",3.81322068729307,1.40616245366691
"194","critical","ROB","LA11","Cladophora","Adult","Velocity","Soft","Medium",3.81322068729307,1.40616245366691
"195","critical","ROB","LA11","Cladophora","Adult","Velocity","Soft","High",3.81322068729307,1.40616245366691
"196","critical","MC","LA13","Cladophora","Adult","Velocity","Concrete","Low",50.1084598698482,8.81297251296195
"197","critical","MC","LA13","Cladophora","Adult","Velocity","Concrete","Medium",50.1084598698482,8.81297251296195
"198","critical","MC","LA13","Cladophora","Adult","Velocity","Concrete","High",50.1084598698482,8.81297251296195
"199","critical","LOB","LA14","Cladophora","Adult","Velocity","Soft","Low",100,99.7786106854979
"200","critical","LOB","LA14","Cladophora","Adult","Velocity","Soft","Medium",100,99.7786106854979
"201","critical","LOB","LA14","Cladophora","Adult","Velocity","Soft","High",100,99.7786106854979
"202","critical","MC","LA14","Cladophora","Adult","Velocity","Soft","Low",7.85477794268752,2.0263135717765
"203","critical","MC","LA14","Cladophora","Adult","Velocity","Soft","Medium",7.85477794268752,2.0263135717765
"204","critical","MC","LA14","Cladophora","Adult","Velocity","Soft","High",7.85477794268752,2.0263135717765
"205","critical","ROB","LA14","Cladophora","Adult","Velocity","Soft","Low",100,37.561755028816
"206","critical","ROB","LA14","Cladophora","Adult","Velocity","Soft","Medium",100,37.561755028816
"207","critical","ROB","LA14","Cladophora","Adult","Velocity","Soft","High",100,37.561755028816
"208","critical","LOB","LA2","Cladophora","Adult","Velocity","Soft","Low",5.70841420253454,2.16564673093509
"209","critical","LOB","LA2","Cladophora","Adult","Velocity","Soft","Medium",5.70841420253454,2.16564673093509
"210","critical","LOB","LA2","Cladophora","Adult","Velocity","Soft","High",5.70841420253454,2.16564673093509
"211","critical","MC","LA2","Cladophora","Adult","Velocity","Soft","Low",6.72451193058568,2.43080431328148
"212","critical","MC","LA2","Cladophora","Adult","Velocity","Soft","Medium",6.72451193058568,2.43080431328148
"213","critical","MC","LA2","Cladophora","Adult","Velocity","Soft","High",6.72451193058568,2.43080431328148
"214","critical","ROB","LA2","Cladophora","Adult","Velocity","Soft","Low",2.19203105377326,0.65905672972327
"215","critical","ROB","LA2","Cladophora","Adult","Velocity","Soft","Medium",2.19203105377326,0.65905672972327
"216","critical","ROB","LA2","Cladophora","Adult","Velocity","Soft","High",2.19203105377326,0.65905672972327
"217","critical","LOB","LA20","Cladophora","Adult","Velocity","Soft","Low",3.04829318415344,1.27031672617026
"218","critical","LOB","LA20","Cladophora","Adult","Velocity","Soft","Medium",3.04829318415344,1.27031672617026
"219","critical","LOB","LA20","Cladophora","Adult","Velocity","Soft","High",3.04829318415344,1.27031672617026
"220","critical","MC","LA20","Cladophora","Adult","Velocity","Soft","Low",88.5245901639344,27.2321219579421
"221","critical","MC","LA20","Cladophora","Adult","Velocity","Soft","Medium",88.5245901639344,27.2321219579421
"222","critical","MC","LA20","Cladophora","Adult","Velocity","Soft","High",88.5245901639344,27.2321219579421
"223","critical","ROB","LA20","Cladophora","Adult","Velocity","Soft","Low",3.08254366936865,1.31107136235252
"224","critical","ROB","LA20","Cladophora","Adult","Velocity","Soft","Medium",3.08254366936865,1.31107136235252
"225","critical","ROB","LA20","Cladophora","Adult","Velocity","Soft","High",3.08254366936865,1.31107136235252
"226","critical","LOB","LA202","Cladophora","Adult","Velocity","Soft","Low",0.228310502283105,0.0728009603984455
"227","critical","LOB","LA202","Cladophora","Adult","Velocity","Soft","Medium",0.228310502283105,0.0728009603984455
"228","critical","LOB","LA202","Cladophora","Adult","Velocity","Soft","High",0.228310502283105,0.0728009603984455
"229","critical","MC","LA202","Cladophora","Adult","Velocity","Soft","Low",82.3201275045537,21.1050685325078
"230","critical","MC","LA202","Cladophora","Adult","Velocity","Soft","Medium",82.3201275045537,21.1050685325078
"231","critical","MC","LA202","Cladophora","Adult","Velocity","Soft","High",82.3201275045537,21.1050685325078
"232","critical","ROB","LA202","Cladophora","Adult","Velocity","Soft","Low",0.125570776255708,0.0239100764170394
"233","critical","ROB","LA202","Cladophora","Adult","Velocity","Soft","Medium",0.125570776255708,0.0239100764170394
"234","critical","ROB","LA202","Cladophora","Adult","Velocity","Soft","High",0.125570776255708,0.0239100764170394
"235","critical","LOB","LA3","Cladophora","Adult","Velocity","Soft","Low",22.2513985614796,6.4637485344653
"236","critical","LOB","LA3","Cladophora","Adult","Velocity","Soft","Medium",22.2513985614796,6.4637485344653
"237","critical","LOB","LA3","Cladophora","Adult","Velocity","Soft","High",22.2513985614796,6.4637485344653
"238","critical","MC","LA3","Cladophora","Adult","Velocity","Soft","Low",100,100
"239","critical","MC","LA3","Cladophora","Adult","Velocity","Soft","Medium",100,100
"240","critical","MC","LA3","Cladophora","Adult","Velocity","Soft","High",100,100
"241","critical","ROB","LA3","Cladophora","Adult","Velocity","Soft","Low",22.2513985614796,6.4637485344653
"242","critical","ROB","LA3","Cladophora","Adult","Velocity","Soft","Medium",22.2513985614796,6.4637485344653
"243","critical","ROB","LA3","Cladophora","Adult","Velocity","Soft","High",22.2513985614796,6.4637485344653
"244","critical","LOB","LA8","Cladophora","Adult","Velocity","Soft","Low",99.9771663431899,45.8701680824943
"245","critical","LOB","LA8","Cladophora","Adult","Velocity","Soft","Medium",99.9771663431899,45.8701680824943
"246","critical","LOB","LA8","Cladophora","Adult","Velocity","Soft","High",99.9771663431899,45.8701680824943
"247","critical","MC","LA8","Cladophora","Adult","Velocity","Soft","Low",100,100
"248","critical","MC","LA8","Cladophora","Adult","Velocity","Soft","Medium",100,100
"249","critical","MC","LA8","Cladophora","Adult","Velocity","Soft","High",100,100
"250","critical","ROB","LA8","Cladophora","Adult","Velocity","Soft","Low",100,45.5766240052065
"251","critical","ROB","LA8","Cladophora","Adult","Velocity","Soft","Medium",100,45.5766240052065
"252","critical","ROB","LA8","Cladophora","Adult","Velocity","Soft","High",100,45.5766240052065
"253","Annual","LOB","11101250","SAS","Adult","Depth","Soft","Low",30.9966891197625,5.24817117481274
"254","Annual","LOB","11101250","SAS","Adult","Depth","Soft","Medium",30.9966891197625,5.24817117481274
"255","Annual","LOB","11101250","SAS","Adult","Depth","Soft","High",30.9966891197625,5.24817117481274
"256","Annual","MC","11101250","SAS","Adult","Depth","Soft","Low",100,69.0151780585626
"257","Annual","MC","11101250","SAS","Adult","Depth","Soft","Medium",100,69.0151780585626
"258","Annual","MC","11101250","SAS","Adult","Depth","Soft","High",100,69.0151780585626
"259","Annual","ROB","11101250","SAS","Adult","Depth","Soft","Low",34.3646534992579,6.06779872530574
"260","Annual","ROB","11101250","SAS","Adult","Depth","Soft","Medium",34.3646534992579,6.06779872530574
"261","Annual","ROB","11101250","SAS","Adult","Depth","Soft","High",34.3646534992579,6.06779872530574
"262","Annual","LOB","F300","SAS","Adult","Depth","Soft","Low",12.7625570776256,2.5273941362419
"263","Annual","LOB","F300","SAS","Adult","Depth","Soft","Medium",12.7625570776256,2.5273941362419
"264","Annual","LOB","F300","SAS","Adult","Depth","Soft","High",12.7625570776256,2.5273941362419
"265","Annual","MC","F300","SAS","Adult","Depth","Soft","Low",100,94.5175115008654
"266","Annual","MC","F300","SAS","Adult","Depth","Soft","Medium",100,94.5175115008654
"267","Annual","MC","F300","SAS","Adult","Depth","Soft","High",100,94.5175115008654
"268","Annual","ROB","F300","SAS","Adult","Depth","Soft","Low",12.7625570776256,2.5273941362419
"269","Annual","ROB","F300","SAS","Adult","Depth","Soft","Medium",12.7625570776256,2.5273941362419
"270","Annual","ROB","F300","SAS","Adult","Depth","Soft","High",12.7625570776256,2.5273941362419
"271","Annual","MC","F319","SAS","Adult","Depth","Concrete","Low",100,98.2021900339292
"272","Annual","MC","F319","SAS","Adult","Depth","Concrete","Medium",100,98.2021900339292
"273","Annual","MC","F319","SAS","Adult","Depth","Concrete","High",100,98.2021900339292
"274","Annual","MC","F34D","SAS","Adult","Depth","Concrete","Low",100,99.1719678904638
"275","Annual","MC","F34D","SAS","Adult","Depth","Concrete","Medium",100,99.1719678904638
"276","Annual","MC","F34D","SAS","Adult","Depth","Concrete","High",100,99.1719678904638
"277","Annual","MC","F37BHigh","SAS","Adult","Depth","Soft","Low",18.015755223199,4.49811025466131
"278","Annual","MC","F37BHigh","SAS","Adult","Depth","Soft","Medium",18.015755223199,4.49811025466131
"279","Annual","MC","F37BHigh","SAS","Adult","Depth","Soft","High",18.015755223199,4.49811025466131
"280","Annual","LOB","F37BLow","SAS","Adult","Depth","Soft","Low",1.64402329032995,0.305314334076275
"281","Annual","LOB","F37BLow","SAS","Adult","Depth","Soft","Medium",1.64402329032995,0.305314334076275
"282","Annual","LOB","F37BLow","SAS","Adult","Depth","Soft","High",1.64402329032995,0.305314334076275
